assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
89,39,75,0.51928,11,82,64,McDavid,2,36,8478402,22,153,1.86585,C,21,71,20222023,4,7,0.18181,L,352,Connor McDavid,EDM,1343.1341
76,19,64,0.54897,11,80,52,Draisaitl,1,24,8477934,7,128,1.6,C,32,62,20222023,1,2,0.21052,L,247,Leon Draisaitl,EDM,1304.0375
83,22,63,1.0,4,82,30,Kucherov,0,36,8476453,-2,113,1.37804,R,8,50,20222023,0,0,0.1107,L,271,Nikita Kucherov,TBL,1207.939
52,43,76,0.42105,13,82,61,Pastrnak,4,38,8477956,34,113,1.37804,R,18,37,20222023,0,0,0.14987,R,407,David Pastrnak,BOS,1173.8658
69,30,77,0.44434,9,71,42,MacKinnon,2,30,8477492,29,111,1.56338,C,12,34,20222023,0,0,0.11475,R,366,Nathan MacKinnon,COL,1339.0422
69,26,72,0.44827,6,79,40,Tkachuk,0,123,8479314,29,109,1.37974,L,14,36,20222023,0,1,0.12422,L,322,Matthew Tkachuk,FLA,1226.1518
63,33,68,0.0,7,82,46,Robertson,1,20,8480027,37,109,1.32926,L,13,41,20222023,0,0,0.14696,L,313,Jason Robertson,DAL,1130.3292
50,42,68,0.49006,9,82,55,Rantanen,3,82,8478420,15,105,1.28048,R,13,37,20222023,0,0,0.17973,L,306,Mikko Rantanen,COL,1333.4512
67,21,47,0.45161,3,82,37,Nugent-Hopkins,0,35,8476454,12,104,1.26829,C,15,53,20222023,1,4,0.18407,L,201,Ryan Nugent-Hopkins,EDM,1188.0731
63,28,68,0.44332,6,80,39,Pettersson,3,14,8480012,16,102,1.275,C,6,25,20222023,5,9,0.15175,L,257,Elias Pettersson,VAN,1233.2875
76,20,74,0.0,4,82,25,Karlsson,2,36,8474578,-26,101,1.2317,D,5,27,20222023,0,0,0.11961,R,209,Erik Karlsson,SJS,1536.9024
56,34,68,0.35344,6,78,43,Hughes,1,6,8481559,10,99,1.26923,C,9,31,20222023,0,0,0.12797,L,336,Jack Hughes,NJD,1197.9615
69,17,58,0.0,4,80,30,Marner,2,28,8478483,18,99,1.2375,R,9,36,20222023,4,5,0.15306,R,196,Mitch Marner,TOR,1276.575
44,31,65,0.50729,9,82,51,Point,1,7,8478010,2,95,1.15853,C,20,30,20222023,0,0,0.21702,R,235,Brayden Point,TBL,1180.1829
47,26,59,0.4305,7,78,47,Thompson,1,39,8479420,4,94,1.20512,C,20,34,20222023,1,1,0.15932,R,295,Tage Thompson,BUF,1115.4102
60,24,66,0.52979,9,82,33,Crosby,1,52,8471675,8,93,1.13414,C,9,27,20222023,0,0,0.12941,L,255,Sidney Crosby,PIT,1208.6097
63,20,56,0.31578,4,82,29,Panarin,1,36,8478550,4,92,1.12195,L,9,36,20222023,0,0,0.14215,R,204,Artemi Panarin,NYR,1176.4634
52,18,50,0.49499,5,82,39,Zibanejad,0,20,8476459,25,91,1.10975,C,20,39,20222023,1,2,0.15537,R,251,Mika Zibanejad,NYR,1197.7317
51,26,59,0.41563,3,78,39,Stützle,1,54,8482116,-3,90,1.15384,C,10,28,20222023,3,3,0.17105,L,228,Tim Stützle,OTT,1275.8974
47,31,59,0.42372,5,82,40,Nylander,3,28,8477939,10,87,1.06097,R,9,28,20222023,0,0,0.13651,R,293,William Nylander,TOR,1112.5243
49,30,65,0.3492,4,82,37,Keller,2,49,8479343,-2,86,1.04878,R,6,20,20222023,1,1,0.16591,L,223,Clayton Keller,ARI,1245.0121
45,27,57,0.5243,8,74,40,Matthews,0,20,8479318,31,85,1.14864,C,13,28,20222023,0,0,0.12232,L,327,Auston Matthews,TOR,1216.7027
50,20,49,0.53813,6,81,34,Stamkos,2,46,8474564,-5,84,1.03703,C,14,35,20222023,0,0,0.14166,R,240,Steven Stamkos,TBL,1141.2469
47,21,57,0.5,3,79,36,Hyman,0,39,8475786,13,83,1.05063,L,15,26,20222023,0,0,0.13043,R,276,Zach Hyman,EDM,1209.0379
56,16,47,0.49299,3,82,27,Malkin,0,82,8471215,-12,83,1.01219,C,11,36,20222023,0,0,0.1125,L,240,Evgeni Malkin,PIT,1114.8292
48,24,54,0.48366,6,82,35,Tkachuk,2,126,8480801,-10,83,1.01219,L,11,29,20222023,0,0,0.10086,L,347,Brady Tkachuk,OTT,1117.9268
47,27,61,0.47333,3,79,35,Skinner,1,39,8475784,15,82,1.03797,L,8,21,20222023,0,0,0.14462,L,242,Jeff Skinner,BUF,1043.8354
50,16,43,0.54966,3,81,32,Miller,1,60,8476468,-7,82,1.01234,C,11,30,20222023,5,9,0.14349,L,223,J.T. Miller,VAN,1240.7777
44,18,41,0.58313,9,80,36,Tavares,1,34,8475166,-7,80,1.0,C,18,39,20222023,0,0,0.12996,L,277,John Tavares,TOR,1059.3875
49,21,57,0.53869,9,81,31,Hischier,2,10,8480002,33,80,0.98765,C,7,19,20222023,3,4,0.12109,L,256,Nico Hischier,NJD,1157.358
49,23,51,0.28571,8,82,31,Connor,2,20,8478398,-11,80,0.9756,L,8,29,20222023,0,0,0.11355,L,273,Kyle Connor,WPG,1231.756
43,27,58,0.42666,9,74,36,Tuch,1,20,8477949,14,79,1.06756,R,8,20,20222023,1,1,0.16513,R,218,Alex Tuch,BUF,1149.2432
47,15,47,0.54391,5,80,32,Larkin,0,45,8477946,-7,79,0.9875,C,16,31,20222023,1,1,0.13114,L,244,Dylan Larkin,DET,1173.3375
44,28,54,0.58312,6,82,35,Giroux,1,34,8473512,4,79,0.96341,R,7,24,20222023,0,1,0.16355,R,214,Claude Giroux,OTT,1127.756
55,14,46,0.54879,6,68,23,Barkov,0,8,8477493,10,78,1.14705,C,8,30,20222023,1,2,0.11057,L,208,Aleksander Barkov,FLA,1273.4558
45,18,45,0.60115,4,82,33,Benn,0,34,8473994,23,78,0.95121,L,13,30,20222023,2,3,0.17368,L,190,Jamie Benn,DAL,947.0121
49,15,49,0.5341,2,82,28,Pavelski,0,8,8470794,42,77,0.93902,C,13,27,20222023,0,1,0.15217,R,184,Joe Pavelski,DAL,1063.3658
60,14,48,,6,78,16,Morrissey,2,41,8477504,2,76,0.97435,D,2,28,20222023,0,0,0.09302,L,172,Josh Morrissey,WPG,1453.8717
69,5,41,,0,78,7,Hughes,0,34,8480800,15,76,0.97435,D,2,34,20222023,0,1,0.04545,L,154,Quinn Hughes,VAN,1539.6666
35,23,43,0.4,6,67,40,Kaprizov,2,45,8478864,4,75,1.1194,L,17,32,20222023,0,0,0.15325,L,261,Kirill Kaprizov,MIN,1266.7611
33,28,50,0.44444,3,73,42,Ovechkin,1,48,8471214,-16,75,1.02739,L,14,25,20222023,0,0,0.14285,R,294,Alex Ovechkin,WSH,1212.2465
38,25,51,0.51983,5,73,37,Hintz,0,30,8478449,31,75,1.02739,C,9,21,20222023,3,3,0.20108,L,184,Roope Hintz,DAL,1053.4657
39,30,58,0.47251,8,82,36,Nelson,1,24,8475754,13,75,0.91463,C,6,17,20222023,0,0,0.16216,L,222,Brock Nelson,NYI,1106.1219
53,18,50,,4,80,21,Gaudreau,3,22,8476346,-33,74,0.925,L,3,24,20222023,0,0,0.09545,L,220,Johnny Gaudreau,CBJ,1165.0875
35,25,55,0.0,4,81,39,Kuzmenko,2,8,8483808,9,74,0.91358,L,14,19,20222023,0,0,0.27272,R,143,Andrei Kuzmenko,VAN,974.5061
46,21,53,0.55907,4,82,28,Kopitar,0,4,8471685,20,74,0.90243,C,7,20,20222023,0,1,0.16568,L,169,Anze Kopitar,LAK,1218.1341
52,14,46,,7,82,22,Hamilton,2,50,8476462,23,74,0.90243,D,8,28,20222023,0,0,0.08,R,275,Dougie Hamilton,NJD,1306.4634
37,25,50,0.5,6,78,36,Guentzel,1,46,8477404,2,73,0.93589,C,11,23,20222023,0,0,0.14754,L,244,Jake Guentzel,PIT,1206.9615
58,9,41,,2,78,15,Dahlin,0,92,8480839,12,73,0.93589,D,6,32,20222023,0,0,0.07352,L,204,Rasmus Dahlin,BUF,1547.7435
36,26,49,0.35714,5,79,37,Kyrou,1,22,8479385,-38,73,0.92405,R,11,23,20222023,0,1,0.13602,R,272,Jordan Kyrou,STL,1080.2151
62,9,38,,2,79,11,Heiskanen,1,32,8480036,12,73,0.92405,D,2,34,20222023,0,1,0.05339,L,206,Miro Heiskanen,DAL,1529.4683
57,13,40,,5,80,16,Montour,2,107,8477986,9,73,0.9125,D,3,33,20222023,0,0,0.06611,R,242,Brandon Montour,FLA,1447.575
31,35,60,0.4878,2,81,42,Verhaeghe,1,46,8477409,10,73,0.90123,C,7,13,20222023,0,0,0.15272,L,275,Carter Verhaeghe,FLA,1050.1234
39,24,48,0.58333,4,82,34,Toffoli,2,28,8475726,16,73,0.89024,C,10,25,20222023,0,0,0.12686,R,268,Tyler Toffoli,CGY,996.6585
41,24,51,,3,82,32,Bratt,1,6,8479407,14,73,0.89024,L,8,22,20222023,0,0,0.15094,L,212,Jesper Bratt,NJD,1042.0487
49,16,48,0.5,2,69,23,Fiala,2,52,8477942,2,72,1.04347,L,7,24,20222023,0,0,0.11057,L,208,Kevin Fiala,LAK,1055.7101
60,11,40,,5,82,12,Fox,1,34,8479323,28,72,0.87804,D,1,29,20222023,0,3,0.07547,R,159,Adam Fox,NYR,1462.6585
43,19,44,0.45083,5,82,28,Necas,4,32,8480039,5,71,0.86585,C,9,26,20222023,0,1,0.11666,R,240,Martin Necas,CAR,1104.7317
32,22,43,0.56854,5,79,38,Horvat,1,18,8477500,-1,70,0.88607,C,12,22,20222023,4,5,0.16593,L,229,Bo Horvat,"VAN,NYI",1239.2405
30,30,51,0.33333,3,79,40,McCann,0,14,8477955,18,70,0.88607,L,7,16,20222023,3,3,0.19047,L,210,Jared McCann,SEA,980.3544
26,30,46,0.4797,10,81,42,Scheifele,2,43,8476460,-16,68,0.8395,C,12,22,20222023,0,0,0.20388,R,206,Mark Scheifele,WPG,1228.7283
37,24,47,0.48296,1,81,31,Cozens,1,41,8481528,-3,68,0.8395,C,5,18,20222023,2,3,0.14691,R,211,Dylan Cozens,BUF,989.8148
41,18,44,0.29906,2,63,26,Buchnevich,0,36,8477402,14,67,1.06349,L,8,21,20222023,0,2,0.21138,L,123,Pavel Buchnevich,STL,1167.1746
46,12,37,0.38596,4,73,21,Marchand,0,74,8473419,27,67,0.9178,L,9,29,20222023,0,1,0.11475,L,183,Brad Marchand,BOS,1111.6849
31,26,48,0.51353,9,75,36,Aho,2,42,8478427,8,67,0.89333,C,7,15,20222023,3,4,0.16513,L,218,Sebastian Aho,CAR,1169.7333
45,13,38,0.4,3,78,22,Zuccarello,1,26,8475692,-3,67,0.85897,R,9,29,20222023,0,0,0.11111,L,198,Mats Zuccarello,MIN,1211.6153
40,21,46,0.47442,4,82,27,Couture,2,19,8474053,-30,67,0.81707,C,5,20,20222023,1,1,0.13636,L,198,Logan Couture,SJS,1147.8902
36,15,37,0.50643,5,82,31,Reinhart,1,12,8477933,-12,67,0.81707,C,16,27,20222023,0,3,0.13656,R,227,Sam Reinhart,FLA,1186.8658
26,27,44,0.31372,6,82,41,Kempe,1,55,8477960,22,67,0.81707,R,11,20,20222023,3,3,0.164,L,250,Adrian Kempe,LAK,1125.4756
49,12,36,,6,60,17,Makar,2,30,8480069,16,66,1.1,D,5,30,20222023,0,0,0.09659,R,176,Cale Makar,COL,1582.8166
39,25,51,0.45271,2,67,27,Eichel,1,6,8478403,26,66,0.98507,C,2,14,20222023,0,1,0.12107,R,223,Jack Eichel,VGK,1126.0149
26,23,43,0.36842,5,78,40,Meier,1,43,8478414,-19,66,0.84615,R,17,23,20222023,0,0,0.12232,L,327,Timo Meier,"SJS,NJD",1163.2948
39,16,36,0.52631,6,82,27,DeBrincat,2,45,8479337,-31,66,0.80487,R,11,30,20222023,0,0,0.10266,R,263,Alex DeBrincat,OTT,1140.378
40,16,46,0.47323,2,82,26,Suzuki,0,33,8480018,-13,66,0.80487,C,7,17,20222023,3,3,0.16049,R,162,Nick Suzuki,MTL,1265.7317
47,12,42,0.52907,2,73,18,Thomas,1,22,8480023,-8,65,0.89041,C,5,22,20222023,1,1,0.16981,R,106,Robert Thomas,STL,1160.6027
49,9,47,0.58089,5,81,16,Stephenson,0,26,8476905,12,65,0.80246,C,6,15,20222023,1,3,0.13333,L,120,Chandler Stephenson,VGK,1141.0246
42,20,44,0.48798,2,81,23,Strome,0,24,8478440,-4,65,0.80246,C,3,21,20222023,0,0,0.14935,L,154,Dylan Strome,WSH,1001.2222
42,19,48,0.41361,3,81,23,Zegras,2,88,8481533,-24,65,0.80246,C,4,17,20222023,0,0,0.125,L,184,Trevor Zegras,ANA,1129.6296
44,15,50,0.46548,3,82,21,Schenn,1,50,8475170,-27,65,0.79268,C,6,15,20222023,0,0,0.14583,L,144,Brayden Schenn,STL,1105.756
54,7,36,,2,79,10,Sergachev,0,53,8479410,13,64,0.81012,D,3,27,20222023,0,1,0.0641,L,156,Mikhail Sergachev,TBL,1428.6582
42,11,40,0.55721,2,80,22,Lindholm,0,14,8477496,6,64,0.8,C,10,21,20222023,1,3,0.11827,R,186,Elias Lindholm,CGY,1119.0875
50,14,49,,2,81,14,Dunn,1,55,8478407,28,64,0.79012,D,0,15,20222023,0,0,0.09395,L,149,Vince Dunn,SEA,1420.1604
34,22,48,0.28395,3,81,30,Hagel,0,54,8479542,23,64,0.79012,L,7,13,20222023,1,3,0.16853,L,178,Brandon Hagel,TBL,1118.8148
37,23,50,0.5,5,82,27,Killorn,2,45,8473986,18,64,0.78048,L,3,12,20222023,1,2,0.18881,L,143,Alex Killorn,TBL,1032.5365
42,13,47,0.56065,3,82,22,Trocheck,0,58,8476389,3,64,0.78048,C,9,17,20222023,0,0,0.09777,R,225,Vincent Trocheck,NYR,1158.9512
36,16,40,0.48886,1,73,27,Dubois,0,77,8479400,5,63,0.86301,C,11,23,20222023,0,0,0.1317,L,205,Pierre-Luc Dubois,WPG,1107.1095
41,16,41,0.54809,1,79,22,Hertl,0,42,8476881,-36,63,0.79746,C,6,22,20222023,0,0,0.12021,L,183,Tomas Hertl,SJS,1156.8734
32,23,37,0.54609,5,81,31,Boldy,1,39,8481557,1,63,0.77777,L,8,26,20222023,0,0,0.12156,L,255,Matt Boldy,MIN,1109.9876
43,17,48,0.44155,4,82,20,Eberle,1,34,8474586,6,63,0.76829,R,3,15,20222023,0,0,0.11299,R,177,Jordan Eberle,SEA,1001.0609
40,8,33,0.3421,2,82,22,Batherson,0,33,8480208,-35,62,0.75609,R,14,29,20222023,0,0,0.08835,R,249,Drake Batherson,OTT,1116.3658
30,23,40,0.46666,5,60,31,Konecny,0,77,8478439,-12,61,1.01666,R,5,15,20222023,3,6,0.1623,R,191,Travis Konecny,PHI,1206.9833
38,18,49,1.0,3,70,23,Terry,1,22,8478873,-8,61,0.87142,R,5,12,20222023,0,0,0.12234,R,188,Troy Terry,ANA,1162.0714
38,9,35,0.4935,1,78,23,Eriksson Ek,0,44,8478493,4,61,0.78205,C,12,23,20222023,2,3,0.09311,L,247,Joel Eriksson Ek,MIN,1139.6794
43,14,38,1.0,2,82,18,Burns,1,44,8470613,19,61,0.7439,D,4,23,20222023,0,0,0.07058,R,255,Brent Burns,CAR,1392.9146
32,17,39,0.47619,2,82,28,Rakell,0,16,8476483,-5,60,0.7317,R,11,21,20222023,0,0,0.11522,R,243,Rickard Rakell,PIT,1106.2682
41,10,35,,5,67,18,Josi,1,36,8474600,5,59,0.88059,D,8,24,20222023,0,0,0.06691,L,269,Roman Josi,NSH,1510.0298
33,15,33,0.40298,2,77,26,Arvidsson,0,24,8478042,-4,59,0.76623,L,10,25,20222023,1,1,0.11403,R,228,Viktor Arvidsson,LAK,1025.7662
44,10,42,0.45923,2,82,15,Mittelstadt,1,22,8479999,-8,59,0.71951,C,4,16,20222023,1,1,0.11111,L,135,Casey Mittelstadt,BUF,943.6951
36,16,45,0.4,2,63,22,Schmaltz,0,20,8477951,4,58,0.92063,C,6,12,20222023,0,1,0.16666,R,132,Nick Schmaltz,ARI,1182.5555
31,16,37,0.61137,7,78,27,Bergeron,0,22,8470638,35,58,0.74358,C,9,19,20222023,2,2,0.10843,R,249,Patrice Bergeron,BOS,1043.5
36,17,35,0.5,1,73,21,Kane,0,16,8474141,-22,57,0.78082,R,4,22,20222023,0,0,0.09251,L,227,Patrick Kane,"CHI,NYR",1158.5205
29,19,41,0.375,4,76,28,Marchessault,1,21,8476539,2,57,0.75,R,9,16,20222023,0,0,0.11965,R,234,Jonathan Marchessault,VGK,1028.421
33,20,46,0.42208,4,80,24,Beniers,1,2,8482665,14,57,0.7125,C,4,10,20222023,0,1,0.16216,L,148,Matty Beniers,SEA,1025.525
36,18,48,0.4527,3,82,21,Zacha,0,16,8478401,26,57,0.69512,C,3,8,20222023,0,1,0.1603,L,131,Pavel Zacha,BOS,963.3536
40,12,44,0.47432,2,70,16,Krejci,0,20,8471276,23,56,0.8,C,4,12,20222023,0,0,0.14285,R,112,David Krejci,BOS,1031.6714
34,17,43,0.52895,3,71,22,Duchene,1,32,8475168,4,56,0.78873,C,5,13,20222023,0,0,0.13095,L,168,Matt Duchene,NSH,1099.1971
30,16,42,0.57142,4,78,26,Smith,1,16,8475191,11,56,0.71794,R,6,10,20222023,4,4,0.14444,L,180,Reilly Smith,VGK,1018.1794
36,12,37,0.53684,4,80,20,Domi,2,82,8477503,-15,56,0.7,C,8,19,20222023,0,0,0.11173,L,179,Max Domi,"CHI,DAL",1066.25
32,18,34,0.18181,3,82,24,Perron,0,52,8474102,-7,56,0.68292,L,6,22,20222023,0,0,0.12307,R,195,David Perron,DET,1015.1097
37,13,40,0.50865,2,82,19,Backlund,1,36,8474150,24,56,0.68292,C,5,12,20222023,1,4,0.07307,L,260,Mikael Backlund,CGY,1089.7804
32,13,37,0.47487,4,82,24,Kadri,0,56,8475172,-19,56,0.68292,C,11,19,20222023,0,0,0.08988,L,267,Nazem Kadri,CGY,1032.5243
29,24,44,0.42424,6,82,27,Mercer,1,14,8482110,22,56,0.68292,C,2,10,20222023,1,2,0.1677,R,161,Dawson Mercer,NJD,993.6219
32,18,39,0.44444,4,64,23,Svechnikov,0,71,8480830,6,55,0.85937,R,5,16,20222023,0,0,0.11219,L,205,Andrei Svechnikov,CAR,1082.8906
39,9,40,0.51587,6,72,16,Wheeler,1,46,8471218,-3,55,0.76388,R,7,15,20222023,0,0,0.12698,R,126,Blake Wheeler,WPG,1022.6527
37,12,39,0.38596,3,74,18,Boeser,0,24,8478444,-20,55,0.74324,R,6,16,20222023,0,0,0.10112,R,178,Brock Boeser,VAN,1034.4864
40,11,40,0.33333,1,79,15,Huberdeau,0,36,8476456,2,55,0.6962,L,4,15,20222023,0,0,0.11904,L,126,Jonathan Huberdeau,CGY,1011.8481
43,7,37,0.47521,2,81,12,Kuznetsov,1,56,8475744,-26,55,0.67901,C,5,18,20222023,0,0,0.06976,L,172,Evgeny Kuznetsov,WSH,1083.5802
42,9,23,,1,85,13,Barrie,0,36,8475197,-7,55,0.64705,D,4,31,20222023,0,1,0.07975,R,163,Tyson Barrie,"EDM,NSH",1186.7058
43,10,38,1.0,3,73,11,Pietrangelo,1,16,8474565,13,54,0.73972,D,1,14,20222023,0,2,0.0647,R,170,Alex Pietrangelo,VGK,1438.8767
18,24,33,0.45238,3,79,36,Kreider,1,26,8475184,21,54,0.68354,L,8,17,20222023,4,4,0.1572,L,229,Chris Kreider,NYR,1104.7848
36,12,38,0.49408,1,81,18,Hayes,0,23,8475763,-22,54,0.66666,R,6,16,20222023,0,0,0.08612,L,209,Kevin Hayes,PHI,1053.9382
36,15,32,0.54359,1,82,18,Danault,1,63,8476479,-8,54,0.65853,C,3,20,20222023,0,2,0.11842,L,152,Phillip Danault,LAK,1099.5
43,9,36,,2,80,10,Lindholm,1,56,8476854,49,53,0.6625,D,1,17,20222023,0,0,0.06329,L,158,Hampus Lindholm,BOS,1391.2125
