assists,evGoals,evPoints,faceoffWinPct,gameWinningGoals,gamesPlayed,goals,lastName,otGoals,penaltyMinutes,playerId,plusMinus,points,pointsPerGame,positionCode,ppGoals,ppPoints,seasonId,shGoals,shPoints,shootingPct,shootsCatches,shots,skaterFullName,teamAbbrevs,timeOnIcePerGame
72,24,68,0.49529,11,56,33,McDavid,2,20,8478402,21,105,1.875,C,9,37,20202021,0,0,0.165,L,200,Connor McDavid,EDM,1329.2142
53,15,51,0.55674,8,56,31,Draisaitl,0,22,8477934,29,84,1.5,C,15,32,20202021,1,1,0.18452,L,168,Leon Draisaitl,EDM,1331.3035
40,21,44,0.31428,5,53,29,Marchand,1,46,8473419,26,69,1.30188,L,4,18,20202021,4,7,0.20279,L,143,Brad Marchand,BOS,1134.6226
47,20,51,0.8,5,55,20,Marner,0,20,8478483,21,67,1.21818,R,0,14,20202021,0,2,0.1282,R,156,Mitch Marner,TOR,1345.6181
36,21,42,0.5,7,52,30,Rantanen,0,34,8478420,30,66,1.26923,R,9,24,20202021,0,0,0.16949,L,177,Mikko Rantanen,COL,1195.0769
25,31,53,0.51903,12,52,41,Matthews,2,10,8479318,21,66,1.26923,C,10,13,20202021,0,0,0.18468,L,222,Auston Matthews,TOR,1293.1923
51,12,44,0.28571,3,56,15,Kane,0,14,8474141,-7,66,1.17857,R,3,22,20202021,0,0,0.07853,L,191,Patrick Kane,CHI,1333.7857
45,12,40,0.48478,2,48,20,MacKinnon,0,37,8477492,22,65,1.35416,C,8,25,20202021,0,0,0.09708,R,206,Nathan MacKinnon,COL,1221.8541
42,17,46,0.49787,4,56,21,Scheifele,0,12,8476460,-4,63,1.125,C,4,17,20202021,0,0,0.16666,R,126,Mark Scheifele,WPG,1257.75
38,18,39,0.53565,5,55,24,Crosby,2,26,8471675,8,62,1.12727,C,5,22,20202021,1,1,0.15094,L,159,Sidney Crosby,PIT,1223.8909
40,14,43,0.4,8,55,21,Stone,0,28,8475913,26,61,1.10909,R,6,17,20202021,1,1,0.21428,R,98,Mark Stone,VGK,1143.6545
41,15,37,0.43589,1,55,20,Huberdeau,1,36,8476456,12,61,1.10909,L,5,24,20202021,0,0,0.16393,L,122,Jonathan Huberdeau,FLA,1104.6181
41,12,40,0.0,1,42,17,Panarin,0,6,8478550,14,58,1.38095,L,5,18,20202021,0,0,0.16037,R,106,Artemi Panarin,NYR,1178.5714
32,18,38,0.54873,6,50,26,Barkov,2,14,8477493,12,58,1.16,C,7,19,20202021,1,1,0.14772,L,176,Aleksander Barkov,FLA,1256.24
39,13,37,0.0,2,56,19,Perron,1,22,8474102,6,58,1.03571,L,6,21,20202021,0,0,0.12582,R,151,David Perron,STL,1112.9464
34,17,38,0.25,7,56,23,Guentzel,1,28,8477404,7,57,1.01785,C,6,18,20202021,0,1,0.16312,L,141,Jake Guentzel,PIT,1216.0357
33,14,36,0.52745,7,56,24,Aho,1,32,8478427,16,57,1.01785,C,7,18,20202021,3,3,0.16216,L,148,Sebastian Aho,CAR,1168.2321
24,22,37,0.4,7,52,32,DeBrincat,3,12,8479337,3,56,1.07692,R,9,18,20202021,1,1,0.20645,R,155,Alex DeBrincat,CHI,1232.3846
30,18,40,0.58779,4,56,24,O'Reilly,2,18,8475158,26,54,0.96428,C,4,12,20202021,2,2,0.18604,L,129,Ryan O'Reilly,STL,1244.9285
38,10,31,0.4829,0,55,15,Backstrom,0,14,8473563,0,53,0.96363,C,5,22,20202021,0,0,0.16483,L,91,Nicklas Backstrom,WSH,1115.6909
